A1IKOYZVFHO1XP	B0000013G5	5	After thirteen years in the music business , Toni Braxton is an R&B legend . <sssss> On her debut album , this one , Braxton pleases her fans with ANOTHER SAD SONG , which " hips and hops " . <sssss> It " says so much " like a similarly entitled Elton John composition and recording . <sssss> BREATHE AGAIN is very smooth R&B and so is YOU MEAN THE WORLD TO ME . <sssss> Some of these songs were written by Diane Warren who wrote hits for Michael Bolton . <sssss> Braxton 's rise to fame led to a duet recording with ex-Doobie Brother Michael McDonald for his MOTOWN 2 album , released last year . <sssss> The other songs are great . <sssss> There is a short reprise of BA , which is Track 12 of this CD . <sssss> Braxton also caught the attention of Kenneth " Babyface " Edmonds and Antonio " L.A. " Reid who served as producers and session musicians for this album . <sssss> Currently , Reid is president of Arista Records who also produced music for Avril LaVigne .
A2EL3990HXOMZB	B0000013G5	4	" Toni Braxton " , an eponymous debut of one of the sultriest ( and prettiest ) popstars of the day , is one of the defining albums of the mid-1990 's -- the era when charts and radio were ruled by tracks penned and produced by Kenneth " Babyface " Edmonds . <sssss> Together with soundtrack to " Waiting to Exhale " film and TLC 's sophomore effort " CrazySexyCool " , Toni 's first full-length album perhaps is best in capturing the smoothness and class of Babyface-handed music ( here aided especially by Antonio " L.A " Reid ) . <sssss> The best three cuts are the first three , Toni 's breakthrough " Another Sad Love Song " , tender ballad " Breathe Again " and more than six minutes ' long jam " Seven Whole Days " -- all three boast splendid arrangements . <sssss> Then the quality of songs somewhat drops and gets higher with track number 7 , " Love Shoulda Brought You Home " from 1992 movie " The Boomerang " . <sssss> Again a typical Babyface composition , as well as " You Mean The World To Me " , which followed " Another Sad Love Song " and " Breathe Again " as the third single from this album . <sssss> " I Belong To You " was the fourth single , appearing in late 1994 , and the radio remix edit was definitely better than the album version . <sssss> Conversely , " How Many Ways " original version appearing here is better-done than R. Kelly remix from 1995 . <sssss> The album is wrapped up by Toni 's own song " Best Friend " . <sssss> The European version of this CD also contains a mix of Braxton 's first hit ever , the Babyface duet " Give You My Heart " , also from the " Boomerang " . <sssss> The album had not that big chart success as it would deserve , especially because of its timing -- released in fall of 1993 , it could not compete too well on the charts with Mariah Carey 's " Music Box " and Janet Jackson 's " janet " . <sssss> However , its quality is undeniable . <sssss> Not a groundbreaker , but surely a fair shot . <sssss> If someone once asks you what was like to turn a radio on in mid-1990 's , play this CD to him .
A1AYEI2SNFPYES	B0000013G5	4	When her debut album was released , Toni Braxton was heralded as the next big thing in black pop . <sssss> Strikingly attractive with a sassy short hairdo and a soulfully deep voice , the public was introduced to her with a duet she did with Babyface for the Boomerang Soundtrack . <sssss> Very soon , she broke the Top 40 , and her proper debut single Another Sad Love Song also took a big jump on the singles chart , make top 10 and was certified gold . <sssss> Her star then rose and she scored the platinum-selling # 3 hit Breathe Again , which ibn my opinion , is her best single ever and a classic soulful song . <sssss> She scored one more Top 10 with You Mean The World To Me before releasing the last double A-side single How Many Ways / I Belong To You. <sssss> A classic debut that introduced a pretty face and soulful voice that was somewhat different from many others . <sssss> A slew of songs that were written by various people and helmed by then R&B masteros Babyface , LA Reid and Daryl Simmons , the Stock-Aitken-Waterman of R&B . <sssss> Unfortunately , Braxton felt prey to commercialism and the tempations of being routine with her second album onwards , doin ' herself injustice by recording songs by Diane Warren . <sssss> It really spelt the end of what was to be an amazing career . <sssss> One bankruptcy later , Braxton was less able to reclaim her lost crown years later . <sssss> Nonetheless , this album is one hell of a good debut for the 90 's .
A35JR4D6FLXYRQ	B0000013G5	4	Toni Braxton burst onto the music scene with the smoldering debut LOVE SHOULDA BROUGHT YOU HOME from the Boomerang soundtrack . <sssss> I love the story of how she got her shot in the business - this song was originally presented to Anita Baker who passed but suggested that the woman who sang the demo ( Toni ) sing the actual song ! <sssss> Toni got the shot and the rest is history as they say . <sssss> This album was a very successful debut earning Toni multiple top ten r & b ; hits and subsequently grammies & other awards . <sssss> The most wonderful thing about this collection is the collaboration between the singer and the writers / producers , LA & Babyface . <sssss> All were definitely in the creative zone when this debut was put together because virtually every song was a hit but moreso , timeless since I still have this disc in heavy rotation . <sssss> I 've continued to buy her albums because she is one of the most distinctly unique vocalists still in the business who when given excellent material turns it out ! <sssss> Of the 12 tracks there are only 2 that I think are just ok and do n't listen to frequently , CANDLELIGHT & LOVE AFFAIR . <sssss> And of the others my favorites are : BREATHE AGAIN , YOU MEAN THE WORLD TO ME , BEST FRIEND , SEVEN WHOLE DAYS , HOW MANY WAYS & LOVE SHOULDA BROUGHT YOU HOME . <sssss> I 'd highly recommend this cd as one of the best debuts by an r & b ; female vocalist from that era because it still stands the test of time .
A28FNKCGFS03VL	B0000013G5	5	One of the best albums of the 90s , this album had some of the most momentous crossover appeal ever . <sssss> During its first couple of years it was all over black urban radio , yet it was tastefully restrained enough to have continued success on adult contemporary and soft rock radio stations to this day . <sssss> " Another Sad Love Song " , " Breathe Again " , " You Mean The World To Me " , " How Many Ways " and " Seven Whole Days " are among the true gems of contemporary R&B . <sssss> Her next album , Secrets , had a couple of sizable hits and is generally good , if not as brilliant as this . <sssss> However , after that , she was forced to declare bankruptcy , and since then , her quest to reclaim her wealth has resulted in a series of subpar albums that simply can not touch the greatness of this one .
AQ9XQBOAHB999	B0000013G5	5	It 's been a decade since this album was released and we can still hear several songs on the radio such as : " another sand love song " which was the first single of the album , was certified Gold in the US , won a Grammy award for " best female pop vocal performance " and became a # 1 hit . <sssss> The second single , " breath again " was also certified Gold , became also a # 1 hit and won a Grammy award for " best female pop vocal performance " in 1994 , the success of the song was so big that Toni also realesed this song in spanish , the tittle was " respirar " , the third single " seven whole days " was also a hit , the song made it to the Top 10 as the fifth single " you mean the world to me " , the sixth single which was " how many ways " was a Top 40 . <sssss> Thanks to this hit singles and the song that was part of the " Boomerang " soundtrack . <sssss> That was Toni 's first single ( " love shoulda brought you home " ) . <sssss> This album sold 10 million copies world-wide ( was a # 1 in The Billboard 200 for 2 weeks ) and brought Toni the 1993 Grammy " Best new artist " and showed the world the new treasure that was in the music market . <sssss> Actually I did n't buy this album when was realesed , I bought it in 1997 when Toni 's album " secrets " was on its top and because I liked so much " secrets " I decided to buy this one and I know that " secrets " is the sequel of this album with very good lyrics . <sssss> I can also say that this production was produced by hit singer / song writer / producer Babyface ( " Waiting to exhale " , " Boomerang " between other soundtracks ) and Antonio L.A Reid ( producer of singers like Pink or Avril Lavigne ) . <sssss> You wo n't be soory if you buy this album and besides , it 's a classic . <sssss> Good work Toni !!
A149OQJD0ASI07	B0000013G5	5	Toni Braxton really can sing and she 's one of several artists still around whose talent gets ignored because she 's not the latest " flavor of the month " . <sssss> This debut really was back in the " good ole days " as far as her career ... remember that Babyface sound was just coming in with artists like Toni and TLC . <sssss> She won a couple of Grammys for this album and they were well deserved . <sssss> This is n't necessarily a happy , uplifting kind of album , but it 's a cool , smooth vibed LP that 's perfect for every mood of modern day relationships as " relationship " type music goes . <sssss> " Seven Whole Days " , " Another Sad Love Song " and " Love Shoulda Brought You Home " are the midtempo , though scorned lover-inspired tunes that made Toni famous ( though my dad still laments 10 + years later that Toni 's music is " never happy " ) . <sssss> Everybody either remembers or should know that " Love Shoulda Brought You Home " was the blockbuster single that emerged from the soundtrack of the 1992 hit movie " Boomerang " -- I 'll never be able to hear this song without that Halle Berry-coined phrase from the movie going through my head ( " Love ? Do n't talk 2 me about Love !!!! Love , Shoulda Brought ' cha ass home last night !!!! " -- a timeless catchphrase , at least in Black America ) . <sssss> Her quote , unquote " happy " song on this LP is " Breathe Again " , another hit single conjuring images of deep love on another level . <sssss> Toni 's music is less soulful and more distressed than even Mary J. Blige 's early stuff , but Toni 's always had the better voice . <sssss> She 's not quite a Whitney or Mariah , but she 's definitely above Mary J. , Janet Jackson and Aaliyah -- top female R&B ; artists who all shined in the '90s . <sssss> This is , however , another " must have " CD for all 1990s R&B ; fans . <sssss> This debut was easily one of the Top 10 albums ( in popularity and sales ) of the decade . <sssss> Recommended .
A38U2M9OAEJAXJ	B0000013G5	4	This is the debut from Toni Braxton , a daughter of a fundamentalist preacher . <sssss> Truth be told , Braxton 's rise to fame happened by accident . <sssss> Producers LA Reid and Babyface gave her the song that was rejected by Anita Baker but would later appear on the soundtrack to " Boomerang " : " Love Shoulda Brought You Home " . <sssss> This smoothed-out ballad put Braxton on the map , and soon after her debut album surfaced . <sssss> It 's a fine collection of mid-tempo numbers and sap-free ballads . <sssss> " Breathe Again " is one of Babyface 's most inspired songs , and Braxton 's gusty voice gives it the urgency it demands . <sssss> She succeeds similarly in " You Mean the World to Me " and " Seven Whole Days " . <sssss> But my two songs of choice are the perky love ditty " I Belong to You " and the very popular mid-tempo " Another Sad Love Song " . <sssss> This album went on to sell millions and established Braxton as a multiplatinum r & b singer . <sssss> A promising debut that will make a nice addition to your collection .
AB2AQMK9PCWWX	B0000013G5	5	Ah ... ! <sssss> I recall the days when Toni Braxton was more like the girl next door . <sssss> Why , she put out some tunes that were melodic , hopeful and full of fire . <sssss> She got more mileage out of crooning a simple ' sugar-sugar ' than any of the current-day , first-name only , video-ready female products posing as singers could only dream of getting -- even with their entire bloated production and bombast . <sssss> And with their air brushed videos playing in overdrive . <sssss> See , I think it was because we were introduced to Toni by the song from the moovy " Boomerang " ( " Love Shoulda Brought You Home " ) that we had the opportunity to fall in love with her voice , 'cause they were playing the tune for a while on the radio , sans a video . <sssss> And -- in what must be the greatest understatement in ten years -- the sista can sing , ya 'll . <sssss> But , when we all got a chance to see her , whoo-wee ! <sssss> What a woman , what a star . <sssss> So , while I miss Toni 's innocent days , I can appreciate her in full bloom , as it were . <sssss> This , Toni 's inaugural CD , gets my greatest compliment , " Put It On and Let It Ride , Baby " . <sssss> There are no missed spots , no kind of vocal faux pas , no wasted rhythms , no missteps in sequencing or a single unpleasant track in this entire recording . <sssss> Nothing can get too much better than this -- peak form Laface with ' ready for the world ' Braxton . <sssss> If you have n't played it for yourself in a while , do yourself a favor : get your favorite adult kool-aid , place yourself in relax mode and play it back to back a few times . <sssss> See ? <sssss> Like I said . <sssss> Immaculate . <sssss> And you simply will NEVER get tired of it .
AMP7TQRWAIE84	B0000013GH	4	Highlights are You 're Making Me High , Talking In His Sleep , Find Me A Man , Let It Flow , Why Should I Care , Come On Over Here and I Love Me Some Him . <sssss> Filler ? <sssss> Not a lot , but Un-break My Heart comes close and In The Late Of Night / Toni 's Secrets is OK and nothing to speak of . <sssss> So I guess that means no filler ! <sssss> ^_^ ; ; Cover Art : A-Songwriting : B+V ocals : B-Vocal Emotion : A-Production : B+O verall : 4.3754.375 = 4.384.38 stars .
A2PV6GK1HV54Y9	B0000013GH	3	Secrets by Toni Braxton is her most beloved and best-selling album of her career . <sssss> This album is pretty good but it 's also a mixed bag as well . <sssss> After a thousand listens to , Un-Break my Heart is just plain nauseating ! <sssss> You 're Making Me High is probably her strongest single ever , love those naughty lyrics and pulsating beat . <sssss> How Could An Angel Break My Heart is a beautiful ballad which was co-written by Braxton . <sssss> The rest of the songs are pretty ordinary and jeez most of the time I ca n't understand what she is singing , she needs to enuicate her words . <sssss> This album is a great flashback to the mid-90s but that 's pretty much it .
A1IKOYZVFHO1XP	B0000013GH	5	In 1992 , after catching the attention of Kenneth " Babyface " Edmonds and current Arista Records president Antonio " L.A. " Reid , Toni Braxton landed a contract with Arista 's subsidiary label , LaFace . <sssss> That label , which is a combination of the nicknames , was founded by Edmonds and Reid . <sssss> When Braxton 's debut album was released the following year , she became an instant success . <sssss> R&B , rap and hip-hop fans fell in love with her talented singing vocals . <sssss> The most memorable track from this album is UN-BREAK MY HEART , which is of course , smooth R&B . <sssss> I just love the sound of Edmonds ' guitar on that song . <sssss> When I first heard the song in 1996 when this album was released , I thought it was Gloria Estefan who recorded it since her voice sounds much like Braxton 's . <sssss> That same year , Edmonds produced Eric Clapton 's hit CHANGE THE WORLD from the movie PHENOMENON starring John Travolta . <sssss> The other songs are great . <sssss> A few years later , Reid would do business with another great artist , Avril LaVigne .
A29TNAVMPYFRDF	B0000013GH	3	Toni Braxton 's sophomore set attempted to build on the huge success of her debut , while at the same time maybe trying something a little different here and there . <sssss> Hearing first single ' You 're Makin ' Me High ' actually gave most ( including me ) hope that the " different " part might actually be worth checking out . <sssss> Sad to say , she fails to follow through on the promise of that track , instead padding SECRETS with many average-at-best moments that do nothing but diminish her unique vocal talent . <sssss> Ballads abound here , though a few , like the acoustic guitar driven ' Let It Flow ' and ' There 's No Me Without You ' , though hopelessly hokey , at least allow Braxton some solid room to showcase her lower range . <sssss> But then you have ' How Could An Angel Break My Heart ' , replete with soulless and near-offensive Kenny G sax work and the Diane Warren weeper ' Un-Break My Heart ' , which has now been rendered unlistenable -- I 'm sorry , but Braxton manages to get the very worst of Warren 's Celine Dion throwaways ( I do n't think I need to elaborate further ) . <sssss> The rest of the disc is made up of material that 's not quite as offensive but does nothing to enhance Braxton 's stature . <sssss> Though not nearly as bad as Braxton 's subsequent third album THE HEAT , SECRETS nonetheless leaves one wondering when Braxton will or even can live up to her far more promising debut .
A35JR4D6FLXYRQ	B0000013GH	4	Toni 's sophomore set continued her progression from an excellent debut . <sssss> This is a strong collection of songs where Toni 's vocal phrasings and the song melodies are beautiful from one track to the next . <sssss> On the Babyface productions , it 's like he & Toni are both halves of one brain - and although more Adult Contemporary than straight R&B ; , the songs are still memorable , melodic and beautiful . <sssss> I saw Toni on a commercial recently which prompted my little Toni-athon and rediscovered singles that I had n't listened to in a while : THERE 'S NO ME WITHOUT YOU , WHY SHOULD I CARE , IN THE LATE OF NIGHT and FIND ME A MAN in addition to the " hits " that I love : LET IT FLOW , I LOVE ME SOME HIM , UNBREAK MY HEART & YOU 'RE MAKING ME HIGH . <sssss> Overall this is a great second offering from one of my favorite vocalists who we need to hear more new music from ! <sssss> Please come back soon , Toni !
A2BO41VARYGTAC	B0000013GH	5	This a a brilliant album from Toni . <sssss> Beautiful ballads throughout and her voice is so soothing and sultry . <sssss> My particular favourites are " Un-break my heart " and " How could an Angel break my heart " , but all songs are good . <sssss> This is an album I can listen to over and over again ... beautiful . <sssss> The 24 page booklet contains all lyrics and plenty of photos of Toni . <sssss> If you 're looking for an album for a romantic dinner or ' something ' , then look no further . <sssss> Track # 12 though , I think is a trick ... it does n't exist .
A28FNKCGFS03VL	B0000013GH	4	When any artist 's first album is so on fire as Toni Braxton 's debut was , it 's a pretty safe assumption that subsequent releases will have a hard time living up to it , and that , to a moderate extent , is the case here . <sssss> She still had some fire left in her , as evidenced on the hip-hoppish but respectable hit " You 're Makin ' Me High " and the emotional ballad " Unbreak My Heart " . <sssss> Also good are the ballad " Let It Flow " and the sultry , teasing ditty " Talking In His Sleep " . <sssss> Unfortunately , before she had a chance to make a third album , the bankruptcy set in , and since then she has been just a shell of her former self on every album she 's made after this one .
A3RV0VQKIM2HSW	B0000013GH	5	Arista did a good thing buy releasing this cd full of Toni 's best hits as well as a few sounds from the vaults we havent heard . <sssss> Overall I think they did a good job of suming up all the hits that helped to make toni who she is today . <sssss> Like what ? <sssss> * Give you my heart * Love shoulda brought you home * Breathe Again * Your makign me high * Let it Flow * Un-break My heart * I dont want to * Just be a man about it * Hit the freeway * Whatchu need * Un-break my heart ( remix ) I think these songs right here are the best on the cd but everything here is good . <sssss> The bonus tracks are good but " whatchu need " is the best one to me . <sssss> For all the toni fans you might not want to bother with this being that you probably have all her albums ... . <sssss> for those who like toni and missed out on a few ... this is a must have . <sssss> Those who never knew anything about toni ... this is also one for you to check out . <sssss> Now that she is on Blackground records ... we will see what she comes out with next but until then ....... . <sssss> this is it ! <sssss> Get it !
AQ9XQBOAHB999	B0000013GH	5	I bought this album back in 1997 and actually I do n't know why i bought it I think that was that I saw on cable the " you 're making me high " video and I saw in a store and bought it . <sssss> This album is amazing the lyrics are beautiful , there 's no a song that I do n't like , the rhythms are very good also and besides that I like this album it was one of the biggest hits of 1997 with song such as : " you 're making me high " ( my own favorite ) the song did it to # 1 in the Hot 100 , Hot R&B song and Club dance charts another hit and maybe Toni 's biggest song " un-break my heart " is also in this album " Un-break " became also a # 1 , another great song is the soft " how could an angel break my heart " were features Kenny G . <sssss> Here 's also one song from the 1996 hit soundtrack " waiting to exhaale " the song is " let it flow " . <sssss> Actually I love all the ssongs in this album from the first one " come on over here " until " I the late of night " . <sssss> This album won 3 or 4 Grammy awards ( I 'm not sure about the amount ) and sold over 10 million copies worldwide .
A1FML9FCUPV6TI	B0000013GH	5	Toni 's sophomore effort is one of her best albums ever , a great follow up to her hit debut album . <sssss> Despite the title , there are no secrets here , just some great music that will stand the test of time . <sssss> We got a taste of this album in 1995 with the Waiting To Exhale soundtrack , where her hit song Let It Flow ( written by Babyface ) was included , well the classic song makes a return on this album . <sssss> The first single " You 're Makin ' Me High " is a nice R&B jam , a nice introduction for those that do n't have the album . <sssss> " Come On Over Here " is another great R&B song , which should have been a single . <sssss> Her classic ballad " Unbreak My Heart " displays the emotional devestation felt after losing a loved one . <sssss> " Talking In His Sleep " , " There 's No Me Without You " , " How Could An Angel Break My Heart " and " Let It Flow " are all classic Toni ballads , as well as " Let It Flow " and " Unbreak My Heart " . <sssss> This is a crowning acheivement for Toni , I felt I could relate with what she was saying . <sssss> Overall this is a must have album , it has some really great ballads and some great uptempo songs by that singer with the sexy voice , Toni Braxton .
A1XFNWGTPMG1AE	B0000013GH	4	If you want an album to share with your love one ? <sssss> , well here it is , Secrets by Miss Braxton is one of the sexiest album ever ! <sssss> , if you do n't believe please listen to this sensual tracks " You 're Making Me High " & " Talking In His Sleep " , in this tracks Toni invites you to take a further step on love , and make it enjoyable ... wow , one of the things that Secrets offers their fan followers is bittersweet ballads that sound timeless like " Un-Break My Heart " no wonder that song spent 11 weeks on the number 1 spot back in 1996 . <sssss> The R&B area is not forgotten here " I Love Me Some Him " , what a song , this album covers love at the maximum , why the rate is not 5 stars , well there are some cuts that I personally do n't like , " How Could An Angel Break My Heart " ? <sssss> wich even though I ditch , was an international hit . <sssss> This is a total classic album , sadly the cover is poorly well done .
A38U2M9OAEJAXJ	B0000013GH	3	Following the huge ( and well-deserved ) success of her debut , Toni Braxton unleashes " Secrets " , an album that follows the formula of its predecessor so slavishly that it takes almost no risks . <sssss> Not that the material here is bad ; in fact , quite a lot of it works . <sssss> But the album ultimately fails to take Braxton to another level with respect to songwriting and vocals . <sssss> " There 's No Me Without You " , a Babyface-penned number , is " Breathe Again 2 " . <sssss> Same song , different words . <sssss> And the sappy " How Can An Angel Break My Heart " , replete with sax by the ever-boring Kenny G , is near-unlistenable . <sssss> Ironically , the strongest cuts on " Secrets " are songs not produced by Babyface . <sssss> " Unbreak My Heart " is a soaring ballad that 's so well sung , you almost forget that it was written by schlockmeister Dianne Warren . <sssss> And R. Kelly gives Ms. Braxton a little edge in the ballad " I Do n't Want To " . <sssss> Ultimately , the verdict on " Secrets " is a split decision . <sssss> It 's absolutely nowhere near a disaster , but it 's not the great sophomore outing it could have been .
A23IOPI0D1OG7V	B0000013GH	5	From the cool way she sings the word ' find ' on the opener " Come On Over Here " to the percussive , bass-heavy track produced by Tony Rich , " Secrets " is an extraordinary piece of ordinary music . <sssss> While there is nothing especially innovative about it , Toni 's second LP is a pleasure from start to finish ( save for the horrendous " How Could An Angel Break My Heart " bleccchh !! <sssss> ) and it features one of my favorite Braxton tunes , the half sung / half spoken " Talking In His Sleep " a seductive , percolating jam that features some of her best vocals ever and a brilliantly minimalist track with live drums , keyboards and some wicked wah-wah guitar on the final chorus . <sssss> " Secrets " is Toni Braxton 's finest hour and a testament to the quality pouring out of LaFace Records in the mid 90 's .
AADJXNY9HSKJF	B000001EW3	4	Personally , I never could stand country . <sssss> I 'm amazed that I even like this . <sssss> This CD contains some of '98 and ' 99 's best songs such as " From This Moment " , " You 're Still the One " , and the beautiful " You 've Got a Way " . <sssss> It 's one of the best-selling CDs by a female artist of all time so do n't miss out !
